[SRM] 0 - [CT]
CT,TableSize,UsedSize,ResCnt,ResLoadFlag
[0],256,32,4,0
	,Index,TicketNo,Dummy,Pointer,FN,Type,Size,CheckSum
	,[0],1,0,0xde46cc,17A67BD2.273,CCM,64,17A67BD2
	,[1],2,0,0x1199d7c,BA48280E.032,LSC,38464,BA48280E
	,[2],6,0,0xd7312c,5852BAB0.043,HCORR,768,5852BAB0
	,[3],9,0,0xe5901c,9E7094CC.257,API1,256,9E7094CC
