1064	1064	1064	1064	
7535	7026	6357	7026	
6236	5843	5291	5843	
5538	5206	4723	5206	
5171	4870	4418	4870	
4956	4673	4252	4673	
4817	4559	4174	4559	
4726	4485	4133	4485	
4669	4449	4121	4449	
4640	4430	4134	4430	
4603	4408	4138	4408	
4567	4385	4143	4385	
4541	4371	4153	4371	
4519	4358	4166	4358	
4504	4355	4179	4355	
4493	4349	4197	4349	
4481	4346	4204	4346	
4475	4345	4210	4345	
4469	4344	4218	4344	
4463	4339	4216	4339	
4463	4340	4216	4340	
4469	4344	4219	4344	
4477	4346	4211	4346	
4482	4348	4205	4348	
4495	4351	4200	4351	
4506	4357	4182	4357	
4523	4361	4169	4361	
4545	4375	4158	4375	
4570	4389	4147	4389	
4608	4412	4143	4412	
4646	4434	4138	4434	
4675	4455	4127	4455	
4732	4491	4139	4491	
4824	4565	4180	4565	
4962	4679	4258	4679	
5176	4875	4424	4875	
5542	5209	4727	5209	
6231	5840	5291	5840	
7536	7027	6361	7027	
6497	6085	5505	6085	
5776	5423	4921	5423	
5290	4982	4514	4982	
4970	4690	4267	4690	
4830	4571	4179	4571	
4729	4491	4133	4491	
4676	4455	4123	4455	
4645	4438	4141	4438	
4604	4414	4148	4414	
4565	4389	4150	4389	
4539	4376	4157	4376	
4511	4361	4178	4361	
4488	4350	4189	4350	
4473	4345	4202	4345	
4463	4341	4220	4341	
4453	4338	4229	4338	
4444	4336	4237	4336	
4440	4336	4249	4336	
4439	4333	4248	4333	
4439	4333	4248	4333	
4441	4336	4250	4336	
4445	4337	4239	4337	
4454	4340	4231	4340	
4464	4343	4223	4343	
4476	4348	4205	4348	
4490	4353	4193	4353	
4515	4365	4182	4365	
4542	4380	4162	4380	
4570	4394	4155	4394	
4609	4419	4153	4419	
4650	4444	4147	4444	
4683	4462	4130	4462	
4735	4498	4140	4498	
4837	4578	4186	4578	
4976	4697	4272	4697	
5293	4985	4517	4985	
5779	5425	4923	5425	
6502	6090	5509	6090	
5895	5527	5025	5527	
5398	5074	4608	5074	
5012	4724	4303	4724	
4841	4576	4193	4576	
4731	4490	4137	4490	
4673	4450	4126	4450	
4643	4434	4138	4434	
4597	4407	4147	4407	
4554	4381	4150	4381	
4517	4360	4160	4360	
4490	4345	4178	4345	
4466	4335	4194	4335	
4445	4326	4212	4326	
4426	4316	4222	4316	
4413	4310	4238	4310	
4402	4307	4248	4307	
4393	4302	4255	4302	
4390	4300	4263	4300	
4387	4300	4265	4300	
4387	4301	4266	4301	
4391	4301	4264	4301	
4394	4303	4257	4303	
4404	4309	4250	4309	
4415	4312	4240	4312	
4429	4319	4226	4319	
4448	4329	4216	4329	
4470	4339	4198	4339	
4494	4349	4182	4349	
4522	4365	4165	4365	
4559	4386	4155	4386	
4602	4413	4153	4413	
4649	4440	4145	4440	
4680	4457	4133	4457	
4738	4497	4144	4497	
4848	4583	4200	4583	
5019	4730	4310	4730	
5400	5077	4611	5077	
5903	5535	5030	5535	
5477	5141	4669	5141	
5102	4802	4377	4802	
4871	4601	4212	4601	
4749	4501	4140	4501	
4678	4452	4126	4452	
4633	4422	4127	4422	
4594	4402	4140	4402	
4544	4371	4147	4371	
4508	4352	4159	4352	
4469	4330	4168	4330	
4440	4315	4185	4315	
4419	4304	4207	4304	
4398	4297	4224	4297	
4378	4286	4234	4286	
4362	4277	4247	4277	
4349	4271	4255	4271	
4345	4268	4270	4268	
4344	4271	4279	4271	
4342	4272	4283	4272	
4342	4272	4284	4272	
4344	4272	4279	4272	
4346	4270	4272	4270	
4351	4273	4257	4273	
4364	4279	4249	4279	
4380	4289	4237	4289	
4401	4301	4229	4301	
4423	4307	4211	4307	
4445	4319	4189	4319	
4474	4335	4173	4335	
4513	4357	4165	4357	
4549	4377	4154	4377	
4600	4408	4146	4408	
4640	4429	4135	4429	
4685	4459	4133	4459	
4756	4509	4148	4509	
4878	4608	4219	4608	
5108	4808	4383	4808	
5485	5149	4676	5149	
5172	4857	4424	4857	
4965	4681	4278	4681	
4805	4551	4183	4551	
4697	4465	4135	4465	
4637	4424	4125	4424	
4591	4395	4135	4395	
4544	4367	4143	4367	
4499	4341	4153	4341	
4461	4323	4168	4323	
4429	4302	4182	4302	
4398	4288	4202	4288	
4371	4274	4219	4274	
4347	4264	4232	4264	
4331	4256	4244	4256	
4316	4247	4259	4247	
4307	4243	4273	4243	
4304	4245	4286	4245	
4303	4246	4298	4246	
4306	4249	4304	4249	
4306	4249	4305	4249	
4304	4247	4299	4247	
4305	4246	4289	4246	
4309	4244	4274	4244	
4318	4249	4261	4249	
4334	4259	4247	4259	
4350	4267	4236	4267	
4375	4278	4222	4278	
4402	4292	4206	4292	
4434	4306	4187	4306	
4466	4328	4173	4328	
4504	4347	4159	4347	
4551	4373	4149	4373	
4598	4402	4140	4402	
4644	4431	4132	4431	
4705	4472	4143	4472	
4813	4558	4190	4558	
4972	4688	4285	4688	
5181	4866	4432	4866	
5014	4723	4317	4723	
4859	4606	4228	4606	
4725	4486	4137	4486	
4645	4427	4120	4427	
4592	4392	4121	4392	
4549	4367	4135	4367	
4499	4338	4143	4338	
4456	4315	4155	4315	
4421	4294	4174	4294	
4387	4279	4193	4279	
4361	4264	4216	4264	
4328	4247	4225	4247	
4308	4235	4241	4235	
4290	4229	4259	4229	
4274	4220	4269	4220	
4266	4218	4283	4218	
4268	4220	4304	4220	
4265	4222	4314	4222	
4271	4230	4329	4230	
4271	4230	4329	4230	
4265	4223	4315	4223	
4269	4221	4305	4221	
4268	4220	4285	4220	
4277	4222	4270	4222	
4293	4232	4262	4232	
4310	4239	4245	4239	
4332	4251	4230	4251	
4364	4268	4221	4268	
4392	4283	4198	4283	
4426	4299	4179	4299	
4461	4321	4161	4321	
4505	4344	4149	4344	
4555	4374	4141	4374	
4600	4399	4129	4399	
4653	4434	4127	4434	
4732	4492	4144	4492	
4867	4613	4236	4613	
5024	4733	4325	4733	
4916	4653	4267	4653	
4789	4548	4191	4548	
4688	4461	4142	4461	
4607	4399	4117	4399	
4556	4371	4128	4371	
4509	4341	4134	4341	
4459	4313	4150	4313	
4421	4293	4169	4293	
4384	4273	4185	4273	
4347	4254	4203	4254	
4320	4239	4224	4239	
4293	4229	4242	4229	
4270	4215	4261	4215	
4251	4204	4272	4204	
4239	4197	4288	4197	
4229	4194	4296	4194	
4228	4194	4316	4194	
4229	4199	4331	4199	
4228	4198	4339	4198	
4229	4199	4339	4199	
4229	4199	4333	4199	
4229	4195	4318	4195	
4231	4195	4298	4195	
4241	4199	4290	4199	
4254	4207	4274	4207	
4273	4218	4264	4218	
4296	4233	4245	4233	
4324	4242	4228	4242	
4352	4259	4207	4259	
4388	4278	4191	4278	
4426	4299	4175	4299	
4465	4319	4156	4319	
4515	4347	4141	4347	
4563	4378	4135	4378	
4615	4407	4124	4407	
4696	4469	4149	4469	
4797	4556	4200	4556	
4926	4663	4275	4663	
4844	4593	4223	4593	
4740	4504	4168	4504	
4646	4431	4134	4431	
4579	4384	4125	4384	
4521	4348	4127	4348	
4472	4319	4140	4319	
4423	4292	4155	4292	
4384	4271	4175	4271	
4348	4252	4198	4252	
4313	4234	4217	4234	
4285	4220	4237	4220	
4260	4207	4252	4207	
4237	4194	4267	4194	
4217	4183	4284	4183	
4205	4177	4298	4177	
4193	4169	4305	4169	
4188	4168	4323	4168	
4189	4171	4338	4171	
