1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.292032	1.292032
1.1536	1.1536
1.292032	1.292032
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.2992	1.2992
1.2768	1.2768
1.2544	1.2544
1.232	1.232
1.2096	1.2096
1.1872	1.1872
1.1648	1.1648
1.1424	1.1424
1.12	1.12
1.1424	1.1424
1.1648	1.1648
1.1872	1.1872
1.2096	1.2096
1.232	1.232
1.2544	1.2544
1.2768	1.2768
1.2992	1.2992
1.315104	1.315104
1.315104	1.315104
1.2992	1.2992
1.2768	1.2768
1.2544	1.2544
1.232	1.232
1.2096	1.2096
1.1872	1.1872
1.1648	1.1648
1.1424	1.1424
1.12	1.12
1.1424	1.1424
1.1648	1.1648
1.1872	1.1872
1.2096	1.2096
1.232	1.232
1.2544	1.2544
1.2768	1.2768
1.2992	1.2992
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.315104	1.315104
1.292032	1.292032
1.26896	1.26896
1.245888	1.245888
1.222816	1.222816
1.199744	1.199744
1.176672	1.176672
1.1536	1.1536
1.130528	1.130528
1.107456	1.107456
1.084384	1.084384
1.084384	1.084384
1.107456	1.107456
1.130528	1.130528
1.1536	1.1536
1.176672	1.176672
1.199744	1.199744
1.222816	1.222816
1.245888	1.245888
1.26896	1.26896
1.292032	1.292032
1.315104	1.315104

