0.782722	0.782722
0.784082	0.784082
0.785486	0.785486
0.786934	0.786934
0.788428	0.788428
0.789968	0.789968
0.791555	0.791555
0.79319	0.79319
0.794873	0.794873
0.796606	0.796606
0.798389	0.798389
0.800223	0.800223
0.802109	0.802109
0.804048	0.804048
0.806041	0.806041
0.808087	0.808087
0.81019	0.81019
0.812348	0.812348
0.814563	0.814563
0.816854	0.816854
0.819259	0.819259
0.821765	0.821765
0.824356	0.824356
0.827016	0.827016
0.829729	0.829729
0.832478	0.832478
0.835248	0.835248
0.838022	0.838022
0.840785	0.840785
0.84352	0.84352
0.846211	0.846211
0.848842	0.848842
0.851398	0.851398
0.853861	0.853861
0.856216	0.856216
0.858447	0.858447
0.860533	0.860533
0.862112	0.862112
0.863032	0.863032
0.863384	0.863384
0.863256	0.863256
0.862737	0.862737
0.861917	0.861917
0.860885	0.860885
0.85973	0.85973
0.858542	0.858542
0.857409	0.857409
0.856421	0.856421
0.855666	0.855666
0.855235	0.855235
0.855217	0.855217
0.8557	0.8557
0.856774	0.856774
0.858529	0.858529
0.860969	0.860969
0.863801	0.863801
0.866959	0.866959
0.87041	0.87041
0.87412	0.87412
0.878055	0.878055
0.882183	0.882183
0.886469	0.886469
0.890881	0.890881
0.895385	0.895385
0.899947	0.899947
0.904534	0.904534
0.909113	0.909113
0.91365	0.91365
0.918198	0.918198
0.923199	0.923199
0.928642	0.928642
0.934438	0.934438
0.940494	0.940494
0.946719	0.946719
0.953023	0.953023
0.959313	0.959313
0.965498	0.965498
0.971488	0.971488
0.977191	0.977191
0.982515	0.982515
0.98737	0.98737
0.991547	0.991547
0.993743	0.993743
0.993802	0.993802
0.991961	0.991961
0.988455	0.988455
0.983523	0.983523
0.9774	0.9774
0.970323	0.970323
0.962528	0.962528
0.954252	0.954252
0.945731	0.945731
0.937202	0.937202
0.927039	0.927039
0.909739	0.909739
0.888818	0.888818
0.868699	0.868699
0.853802	0.853802
0.848551	0.848551
0.850546	0.850546
0.853277	0.853277
0.856658	0.856658
0.860615	0.860615
0.865073	0.865073
0.869958	0.869958
0.875194	0.875194
0.880708	0.880708
0.886425	0.886425
0.89227	0.89227
0.898169	0.898169
0.904047	0.904047
0.90983	0.90983
0.915443	0.915443
0.920812	0.920812
0.925862	0.925862
0.930518	0.930518
0.934706	0.934706
0.938357	0.938357
0.94184	0.94184
0.945403	0.945403
0.949025	0.949025
0.952685	0.952685
0.956361	0.956361
0.960032	0.960032
0.963676	0.963676
0.967274	0.967274
0.970802	0.970802
0.97424	0.97424
0.977567	0.977567
0.980761	0.980761
0.983801	0.983801
0.986666	0.986666
0.989335	0.989335
0.991785	0.991785
0.993997	0.993997
0.995948	0.995948
0.997618	0.997618
0.998985	0.998985
1.00003	1.00003
1.00072	1.00072
1.00029	1.00029
0.998172	0.998172
0.994563	0.994563
0.989643	0.989643
0.983598	0.983598
0.976612	0.976612
0.968868	0.968868
0.960551	0.960551
0.951845	0.951845
0.942935	0.942935
0.933828	0.933828
0.923701	0.923701
0.912624	0.912624
0.900837	0.900837
0.888581	0.888581
0.876093	0.876093
0.863616	0.863616
0.851389	0.851389
0.839651	0.839651
0.828644	0.828644
0.818606	0.818606
0.809776	0.809776
0.80182	0.80182
0.794424	0.794424
0.787746	0.787746
0.781942	0.781942
0.777169	0.777169
0.773585	0.773585
0.771345	0.771345
0.770607	0.770607
0.771197	0.771197
0.771968	0.771968
0.772809	0.772809
0.773717	0.773717
0.774692	0.774692
0.775731	0.775731
0.776834	0.776834
0.778	0.778
0.779226	0.779226
0.780513	0.780513
