[SRM] 0 - [ISO]
ISO,TableSize,UsedSize,ResCnt,ResLoadFlag
[0],256,72,9,0
	,Index,TicketNo,Dummy,Pointer,FN,Type,Size,CheckSum
	,[0],0,0,0x3aee56c,BBAA9FCB.272,OB,32,BBAA9FCB
	,[1],2,0,0x3c9f82c,95D47CE0.036,RGAMMA,1056,95D47CE0
	,[2],3,0,0x3c9fcac,95D47CE0.037,GGAMMA,1056,95D47CE0
	,[3],4,0,0x3ca012c,95D47CE0.038,BGAMMA,1056,95D47CE0
	,[4],6,0,0x27cb7fc,FDDFE87C.046,AAY,160,FDDFE87C
	,[5],7,0,0x3c727ac,D1695146.052,EDG,544,D1695146
	,[6],8,0,0x3a9c32c,45D2D6DE.053,EDGOSC,288,45D2D6DE
	,[7],9,0,0x283ae1c,DC12C0CA.054,CEDG,320,DC12C0CA
	,[8],10,0,0x3aa543c,64CB8820.257,API1,4256,64CB8820
